feedback_code,feedback_description,position,component_tag,type,nature,component_description,content,status,error_tag,error_description,task_types,exercises
AP_FB_a1ce7929,error_exercise | FO_4.2 | error_pointed+with_example_related_to_exercise,2,AP_C_a1ce7929_2,Text,exemple,with_example_related_to_exercise,"Voici comment enchaîner plusieurs appels à vroum() pour déplacer le robot étape par étape.

<code-block>
vroum(2)
vroum(3)
bas(1)
vroum(1)
</code-block>",approved,DECLARED_FUNCTION_CALL_INCORRECT_POSITION,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève mais à un endroit différent de celui attendu — ni manquant, ni superflu, simplement mal positionné dans le flot d'exécution. Cause typique chez le novice : l'élève place l'appel avant une initialisation requise, ou après du code qui dépendait de ses effets de bord.",FO_4.2 — Appeler une fonction déclarée,D-1 : Un robot plus efficace
AP_FB_2904e1ee,error_exercise | FO_4.2.1 | error_pointed+with_example_related_to_exercise,1,AP_C_2904e1ee_1,Text,erreur_pointée,error_pointed,Tu as appelé la fonction vroum avec un argument qui ne correspond pas au déplacement nécessaire. Regarde bien comment la fonction est définie et quel nombre elle attend pour déplacer le robot correctement.,approved,DECLARED_FUNCTION_CALL_INCORRECT_PARAMETER,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève avec le bon nombre d'arguments, mais l'un au moins des arguments diffère de celui attendu — mauvaise constante, mauvais opérateur dans l'expression de l'argument, ou argument structurellement différent. Les pures différences de noms de variables sont absorbées en amont par l'anonymisation et ne déclenchent pas ce tag. Cause typique chez le novice : l'élève passe le mauvais littéral ou calcule l'argument avec la mauvaise formule.",FO_4.2.1 — Choisir l’argument avec lequel appeler la fonction déclarée,D-1 : Un robot plus efficace
AP_FB_2904e1ee,error_exercise | FO_4.2.1 | error_pointed+with_example_related_to_exercise,2,AP_C_2904e1ee_2,Text,exemple,with_example_related_to_exercise,"Voici ce que ça donne si tu appelles vroum avec des nombres différents pour faire bouger le robot :

<code-block>
vroum(2)
vroum(4)
vroum(1)
</code-block>",approved,DECLARED_FUNCTION_CALL_INCORRECT_PARAMETER,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève avec le bon nombre d'arguments, mais l'un au moins des arguments diffère de celui attendu — mauvaise constante, mauvais opérateur dans l'expression de l'argument, ou argument structurellement différent. Les pures différences de noms de variables sont absorbées en amont par l'anonymisation et ne déclenchent pas ce tag. Cause typique chez le novice : l'élève passe le mauvais littéral ou calcule l'argument avec la mauvaise formule.",FO_4.2.1 — Choisir l’argument avec lequel appeler la fonction déclarée,D-1 : Un robot plus efficace
AP_FB_a028df3b,error_exercise | FO_4.2.1 | error_pointed+with_example_related_to_exercise,1,AP_C_a028df3b_1,Text,erreur_pointée,error_pointed,Tu as appelé la fonction vroum avec un nombre d'arguments incorrect. Regarde à nouveau sa définition pour compter combien de paramètres elle attend.,approved,DECLARED_FUNCTION_CALL_INCORRECT_NUMBER_OF_PARAMETERS,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève avec un nombre d'arguments différent de celui attendu — trop peu ou trop. L'appel existe et cible la bonne fonction, mais son arité ne correspond pas. Cause typique chez le novice : l'élève oublie un argument ou en ajoute un de manière redondante.",FO_4.2.1 — Choisir l’argument avec lequel appeler la fonction déclarée,D-1 : Un robot plus efficace
AP_FB_a028df3b,error_exercise | FO_4.2.1 | error_pointed+with_example_related_to_exercise,2,AP_C_a028df3b_2,Text,exemple,with_example_related_to_exercise,"Voici ce que fait la fonction vroum quand tu l'appelles avec 4 : elle déplace le robot de 4 cases à gauche puis d'1 case vers le haut.

<code-block>
vroum(4)
</code-block>",approved,DECLARED_FUNCTION_CALL_INCORRECT_NUMBER_OF_PARAMETERS,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève avec un nombre d'arguments différent de celui attendu — trop peu ou trop. L'appel existe et cible la bonne fonction, mais son arité ne correspond pas. Cause typique chez le novice : l'élève oublie un argument ou en ajoute un de manière redondante.",FO_4.2.1 — Choisir l’argument avec lequel appeler la fonction déclarée,D-1 : Un robot plus efficace
AP_FB_a95cac71,exercise | FO_4.2 | logos+with_example_related_to_exercise,1,AP_C_a95cac71_1,Text,exemple,with_example_related_to_exercise,"Regarde comment on utilise la fonction triangle() dans le dessin : elle s'appelle sans rien entre les parenthèses.

<code-block>
avancer(2)
triangle()
avancer(3)
</code-block>",approved,,,FO_4.2 — Appeler une fonction déclarée,D-2 : Montagnes
AP_FB_a95cac71,exercise | FO_4.2 | logos+with_example_related_to_exercise,2,AP_C_a95cac71_2,Text,logos,logos,"Une fonction sans argument, c'est comme une recette de cuisine déjà préparée : tu n'as rien à ajouter, il suffit de la lancer pour obtenir exactement ce qu'elle sait faire. Elle exécute toujours la même action, sans avoir besoin d'informations supplémentaires de ta part.",approved,,,FO_4.2 — Appeler une fonction déclarée,D-2 : Montagnes
AP_FB_dad2ff20,exercise | FO_4.2 | technical+with_example_related_to_exercise,1,AP_C_dad2ff20_1,Text,exemple,with_example_related_to_exercise,"Regarde comment les appels à triangle() s'enchaînent avec avancer() pour construire le dessin étape par étape.

<code-block>
avancer(2)
triangle()
avancer(3)
triangle()
tourner(90)
</code-block>",approved,,,FO_4.2 — Appeler une fonction déclarée,D-2 : Montagnes
AP_FB_dad2ff20,exercise | FO_4.2 | technical+with_example_related_to_exercise,2,AP_C_dad2ff20_2,Text,technique,technical,"Pour appeler la fonction `triangle`, écris simplement son nom suivi de parenthèses vides comme ceci : <code-inline>triangle()</code-inline>. Vérifie que tu ne mets rien entre les parenthèses, car cette fonction ne prend pas d'argument.",approved,,,FO_4.2 — Appeler une fonction déclarée,D-2 : Montagnes
AP_FB_d0fecada,error_exercise | FO_4.2 | error_pointed+with_example_related_to_exercise,1,AP_C_d0fecada_1,Text,exemple,with_example_related_to_exercise,"Regarde comment on utilise la fonction triangle() dans le dessin : elle s'appelle sans rien entre les parenthèses, comme ici quand on veut tracer un triangle après avoir avancé.

<code-block>
avancer(2)
triangle()
</code-block>",approved,DECLARED_FUNCTION_CALL_MISSING,"Un appel requis à une fonction définie par l'utilisateur est absent du programme de l'élève. La fonction peut être correctement définie, mais l'élève ne l'invoque nulle part alors que la solution attendue le fait. Cause typique chez le novice : l'élève définit une fonction puis réécrit manuellement sa logique à l'endroit où il devrait simplement l'appeler.",FO_4.2 — Appeler une fonction déclarée,D-2 : Montagnes
AP_FB_d0fecada,error_exercise | FO_4.2 | error_pointed+with_example_related_to_exercise,2,AP_C_d0fecada_2,Text,erreur_pointée,error_pointed,"Tu as défini la fonction triangle(), mais tu ne l'as jamais appelée dans ton code.

Une fonction ne sert à rien si tu ne l'utilises pas : pense à l'appeler là où tu en as besoin pour tracer le dessin.",approved,DECLARED_FUNCTION_CALL_MISSING,"Un appel requis à une fonction définie par l'utilisateur est absent du programme de l'élève. La fonction peut être correctement définie, mais l'élève ne l'invoque nulle part alors que la solution attendue le fait. Cause typique chez le novice : l'élève définit une fonction puis réécrit manuellement sa logique à l'endroit où il devrait simplement l'appeler.",FO_4.2 — Appeler une fonction déclarée,D-2 : Montagnes
AP_FB_59f356a0,error_exercise | FO_4.2 | error_pointed+with_example_related_to_exercise,1,AP_C_59f356a0_1,Text,exemple,with_example_related_to_exercise,"Regarde comment on utilise la fonction triangle() dans cet exercice : elle s'appelle sans rien entre les parenthèses, comme ici.

<code-block>
triangle()
avancer(2)
triangle()
</code-block>",approved,DECLARED_FUNCTION_CALL_UNNECESSARY,"Le programme de l'élève contient un appel à une fonction définie par l'utilisateur sans contrepartie dans la solution attendue. Cause typique chez le novice : l'élève appelle la fonction une fois de trop, ou l'invoque à un endroit où la solution attendue ne le fait pas.",FO_4.2 — Appeler une fonction déclarée,D-2 : Montagnes
AP_FB_59f356a0,error_exercise | FO_4.2 | error_pointed+with_example_related_to_exercise,2,AP_C_59f356a0_2,Text,erreur_pointée,error_pointed,"Tu as appelé la fonction triangle() une fois de trop. Chaque appel trace un triangle complet, donc vérifie combien de triangles le dessin final doit contenir.",approved,DECLARED_FUNCTION_CALL_UNNECESSARY,"Le programme de l'élève contient un appel à une fonction définie par l'utilisateur sans contrepartie dans la solution attendue. Cause typique chez le novice : l'élève appelle la fonction une fois de trop, ou l'invoque à un endroit où la solution attendue ne le fait pas.",FO_4.2 — Appeler une fonction déclarée,D-2 : Montagnes
AP_FB_4955f647,error_exercise | FO_4.2 | error_pointed+with_example_related_to_exercise,1,AP_C_4955f647_1,Text,exemple,with_example_related_to_exercise,"Pense à l'ordre dans lequel tu places tes instructions. Si tu appelles triangle() avant d'avoir avancé jusqu'au bon endroit, le dessin sera décalé. Voici ce que ça donne si tu le fais trop tôt :

<code-block>
avancer(2)
triangle()
triangle()
avancer(3)
</code-block>",approved,DECLARED_FUNCTION_CALL_INCORRECT_POSITION,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève mais à un endroit différent de celui attendu — ni manquant, ni superflu, simplement mal positionné dans le flot d'exécution. Cause typique chez le novice : l'élève place l'appel avant une initialisation requise, ou après du code qui dépendait de ses effets de bord.",FO_4.2 — Appeler une fonction déclarée,D-2 : Montagnes
AP_FB_4955f647,error_exercise | FO_4.2 | error_pointed+with_example_related_to_exercise,2,AP_C_4955f647_2,Text,erreur_pointée,error_pointed,Ton appel à triangle() est au bon endroit dans ton code ? Relis ton programme ligne par ligne et imagine où le dessin apparaît vraiment à chaque étape.,approved,DECLARED_FUNCTION_CALL_INCORRECT_POSITION,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève mais à un endroit différent de celui attendu — ni manquant, ni superflu, simplement mal positionné dans le flot d'exécution. Cause typique chez le novice : l'élève place l'appel avant une initialisation requise, ou après du code qui dépendait de ses effets de bord.",FO_4.2 — Appeler une fonction déclarée,D-2 : Montagnes
AP_FB_6f19f4d0,exercise | FO_4.2.1 | logos+with_example_related_to_exercise,1,AP_C_6f19f4d0_1,Text,exemple,with_example_related_to_exercise,"Regarde comment on appelle la fonction triangle() sans rien mettre entre les parenthèses, car elle n'a pas besoin d'argument pour tracer son dessin.

<code-block>
triangle()
avancer(2)
triangle()
</code-block>",approved,,,FO_4.2.1 — Choisir l’argument avec lequel appeler la fonction déclarée,D-2 : Montagnes
AP_FB_6f19f4d0,exercise | FO_4.2.1 | logos+with_example_related_to_exercise,2,AP_C_6f19f4d0_2,Text,logos,logos,"Une fonction sans paramètre fait toujours exactement la même action, comme un automate qui répète un geste précis. Une fonction avec paramètre, elle, adapte son comportement selon ce qu'on lui donne : elle a besoin d'une information pour varier ce qu'elle produit.",approved,,,FO_4.2.1 — Choisir l’argument avec lequel appeler la fonction déclarée,D-2 : Montagnes
AP_FB_5c849733,exercise | FO_4.2.1 | technical+with_example_related_to_exercise,1,AP_C_5c849733_1,Text,exemple,with_example_related_to_exercise,"Regarde comment le dessin se construit en alternant les appels à triangle() et les déplacements entre chaque forme.

<code-block>
avancer(2)
triangle()
avancer(3)
triangle()
tourner(90)
avancer(2)
</code-block>",approved,,,FO_4.2.1 — Choisir l’argument avec lequel appeler la fonction déclarée,D-2 : Montagnes
AP_FB_5c849733,exercise | FO_4.2.1 | technical+with_example_related_to_exercise,2,AP_C_5c849733_2,Text,technique,technical,"Quand tu définis une fonction comme <code-inline>def triangle():</code-inline> sans rien entre les parenthèses, ça veut dire qu'elle n'a pas besoin d'information supplémentaire pour fonctionner. Au moment de l'appeler, tu dois respecter cette déclaration : si elle n'attend rien, tu ne mets rien entre les parenthèses. C'est la façon dont elle a été écrite qui décide comment l'utiliser.",approved,,,FO_4.2.1 — Choisir l’argument avec lequel appeler la fonction déclarée,D-2 : Montagnes
AP_FB_cccf718d,error_exercise | FO_4.2.1 | error_pointed+with_example_related_to_exercise,1,AP_C_cccf718d_1,Text,exemple,with_example_related_to_exercise,"Regarde comment certaines fonctions attendent une valeur entre les parenthèses, et d'autres non. Voici la différence entre avancer et triangle :

<code-block>
avancer(2)
triangle()
avancer(1)
tourner(90)
</code-block>",approved,DECLARED_FUNCTION_CALL_INCORRECT_PARAMETER,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève avec le bon nombre d'arguments, mais l'un au moins des arguments diffère de celui attendu — mauvaise constante, mauvais opérateur dans l'expression de l'argument, ou argument structurellement différent. Les pures différences de noms de variables sont absorbées en amont par l'anonymisation et ne déclenchent pas ce tag. Cause typique chez le novice : l'élève passe le mauvais littéral ou calcule l'argument avec la mauvaise formule.",FO_4.2.1 — Choisir l’argument avec lequel appeler la fonction déclarée,D-2 : Montagnes
AP_FB_cccf718d,error_exercise | FO_4.2.1 | error_pointed+with_example_related_to_exercise,2,AP_C_cccf718d_2,Text,erreur_pointée,error_pointed,"Tu as appelé la fonction triangle avec un argument entre parenthèses, alors qu'elle n'en attend aucun.

Pense à ce que signifie une fonction sans paramètre : elle fait toujours la même chose, sans avoir besoin d'information supplémentaire.",approved,DECLARED_FUNCTION_CALL_INCORRECT_PARAMETER,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève avec le bon nombre d'arguments, mais l'un au moins des arguments diffère de celui attendu — mauvaise constante, mauvais opérateur dans l'expression de l'argument, ou argument structurellement différent. Les pures différences de noms de variables sont absorbées en amont par l'anonymisation et ne déclenchent pas ce tag. Cause typique chez le novice : l'élève passe le mauvais littéral ou calcule l'argument avec la mauvaise formule.",FO_4.2.1 — Choisir l’argument avec lequel appeler la fonction déclarée,D-2 : Montagnes
AP_FB_4ad79d66,error_exercise | FO_4.2.1 | error_pointed+with_example_related_to_exercise,1,AP_C_4ad79d66_1,Text,exemple,with_example_related_to_exercise,"Regarde comment avancer prend un argument mais triangle() n'en prend aucun :

<code-block>
avancer(2)
triangle()
</code-block>",approved,DECLARED_FUNCTION_CALL_INCORRECT_NUMBER_OF_PARAMETERS,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève avec un nombre d'arguments différent de celui attendu — trop peu ou trop. L'appel existe et cible la bonne fonction, mais son arité ne correspond pas. Cause typique chez le novice : l'élève oublie un argument ou en ajoute un de manière redondante.",FO_4.2.1 — Choisir l’argument avec lequel appeler la fonction déclarée,D-2 : Montagnes
AP_FB_4ad79d66,error_exercise | FO_4.2.1 | error_pointed+with_example_related_to_exercise,2,AP_C_4ad79d66_2,Text,erreur_pointée,error_pointed,"Tu as appelé la fonction triangle avec un argument alors qu'elle n'en attend aucun. Regarde bien comment elle est définie : elle trace toujours le même triangle, sans avoir besoin de préciser une taille.",approved,DECLARED_FUNCTION_CALL_INCORRECT_NUMBER_OF_PARAMETERS,"Un appel à une fonction définie par l'utilisateur est présent dans le programme de l'élève avec un nombre d'arguments différent de celui attendu — trop peu ou trop. L'appel existe et cible la bonne fonction, mais son arité ne correspond pas. Cause typique chez le novice : l'élève oublie un argument ou en ajoute un de manière redondante.",FO_4.2.1 — Choisir l’argument avec lequel appeler la fonction déclarée,D-2 : Montagnes
AP_FB_18c4ad40,exercise | AL_1.1.1.2 | with_example_related_to_exercise,1,AP_C_18c4ad40_1,Image,exemple,"Le dessin comporte 13 segment(s) en 7 étape(s), instructions : avancer, triangle.",/feedback-generation/api/feedback/images/60ab2cd5-0263-4538-af68-bf41914a4dea,approved,,,AL_1.1.1.2 — Décomposer la tâche t en sous tâches,D-2 : Montagnes
